Date,VTI,SPY,EFA,EEM,EMB,TLT,IEF,SHY,LQD,HYG
2000-01-03,,91.6171,,,,,,,,
2000-01-04,,88.0342,,,,,,,,
2000-01-05,,88.1918,,,,,,,,
2000-01-06,,86.7744,,,,,,,,
2000-01-07,,91.8139,,,,,,,,
2000-01-10,,92.1289,,,,,,,,
2000-01-11,,91.0265,,,,,,,,
2000-01-12,,90.121,,,,,,,,
2000-01-13,,91.3415,,,,,,,,
2000-01-14,,92.5817,,,,,,,,
2000-01-18,,91.8533,,,,,,,,
2000-01-19,,92.6013,,,,,,,,
2000-01-20,,91.184,,,,,,,,
2000-01-21,,90.9871,,,,,,,,
2000-01-24,,88.4083,,,,,,,,
2000-01-25,,89.4123,,,,,,,,
2000-01-26,,88.7036,,,,,,,,
2000-01-27,,88.3492,,,,,,,,
2000-01-28,,85.5932,,,,,,,,
2000-01-31,,87.9161,,,,,,,,
2000-02-01,,88.7823,,,,,,,,
2000-02-02,,88.861,,,,,,,,
2000-02-03,,90.1997,,,,,,,,
2000-02-04,,89.8257,,,,,,,,
2000-02-07,,89.6879,,,,,,,,
2000-02-08,,90.9084,,,,,,,,
2000-02-09,,88.9988,,,,,,,,
2000-02-10,,89.176,,,,,,,,
2000-02-11,,87.3649,,,,,,,,
2000-02-14,,87.8768,,,,,,,,
2000-02-15,,88.8709,,,,,,,,
2000-02-16,,87.5618,,,,,,,,
2000-02-17,,87.1091,,,,,,,,
2000-02-18,,85.2389,,,,,,,,
2000-02-22,,85.0223,,,,,,,,
2000-02-23,,86.0264,,,,,,,,
2000-02-24,,84.294,,,,,,,,
2000-02-25,,83.9889,,,,,,,,
2000-02-28,,85.7507,,,,,,,,
2000-02-29,,86.5775,,,,,,,,
2000-03-01,,87.2075,,,,,,,,
2000-03-02,,87.2666,,,,,,,,
2000-03-03,,88.9004,,,,,,,,
2000-03-06,,88.0342,,,,,,,,
2000-03-07,,86.3314,,,,,,,,
2000-03-08,,86.2232,,,,,,,,
2000-03-09,,88.743,,,,,,,,
2000-03-10,,88.2705,,,,,,,,
2000-03-13,,87.3059,,,,,,,,
2000-03-14,,86.0657,,,,,,,,
2000-03-15,,88.0737,,,,,,,,
2000-03-16,,92.1879,,,,,,,,
2000-03-17,,92.7972,,,,,,,,
2000-03-20,,92.3236,,,,,,,,
2000-03-21,,94.2182,,,,,,,,
2000-03-22,,94.7905,,,,,,,,
2000-03-23,,96.4089,,,,,,,,
2000-03-24,,96.9812,,,,,,,,
2000-03-27,,95.9549,,,,,,,,
2000-03-28,,95.4023,,,,,,,,
2000-03-29,,95.501,,,,,,,,
2000-03-30,,93.9024,,,,,,,,
2000-03-31,,94.9681,,,,,,,,
2000-04-03,,95.5207,,,,,,,,
2000-04-04,,94.8102,,,,,,,,
2000-04-05,,94.2182,,,,,,,,
2000-04-06,,95.0372,,,,,,,,
2000-04-07,,95.6391,,,,,,,,
2000-04-10,,95.2642,,,,,,,,
2000-04-11,,94.9879,,,,,,,,
2000-04-12,,92.3828,,,,,,,,
2000-04-13,,91.1,,,,,,,,
2000-04-14,,85.8897,,,,,,,,
2000-04-17,,88.8895,,,,,,,,
2000-04-18,,91.2381,,,,,,,,
2000-04-19,,90.3895,,,,,,,,
2000-04-20,,90.8236,,,,,,,,
2000-04-24,,89.8368,,,,,,,,
2000-04-25,,93.5669,,,,,,,,
2000-04-26,,92.511,,,,,,,,
2000-04-27,,92.2051,,,,,,,,
2000-04-28,,91.6328,,,,,,,,
2000-05-01,,92.8761,,,,,,,,
2000-05-02,,91.021,,,,,,,,
2000-05-03,,88.8895,,,,,,,,
2000-05-04,,89.5606,,,,,,,,
2000-05-05,,90.646,,,,,,,,
2000-05-08,,89.9651,,,,,,,,
2000-05-09,,89.2449,,,,,,,,
2000-05-10,,87.2317,,,,,,,,
2000-05-11,,89.225,,,,,,,,
2000-05-12,,90.1921,,,,,,,,
2000-05-15,,91.7512,,,,,,,,
2000-05-16,,92.6393,,,,,,,,
2000-05-17,,91.6723,,,,,,,,
2000-05-18,,90.5474,,,,,,,,
2000-05-19,,89.1264,,,,,,,,
2000-05-22,,88.4554,,,,,,,,
2000-05-23,,87.1528,,,,,,,,
2000-05-24,,88.5738,,,,,,,,
2000-05-25,,87.0541,,,,,,,,
2000-05-26,,87.1528,,,,,,,,
2000-05-30,,89.9948,,,,,,,,
2000-05-31,,90.1921,,,,,,,,
2000-06-01,,91.771,,,,,,,,
2000-06-02,,93.3696,,,,,,,,
2000-06-05,,92.9156,,,,,,,,
2000-06-06,,92.5012,,,,,,,,
2000-06-07,,93.1426,,,,,,,,
2000-06-08,,92.7775,,,,,,,,
2000-06-09,,92.5802,,,,,,,,
2000-06-12,,91.4946,,,,,,,,
2000-06-13,,93.2117,,,,,,,,
2000-06-14,,93.3696,,,,,,,,
2000-06-15,,93.5669,,,,,,,,
2000-06-16,,92.7981,,,,,,,,
2000-06-19,,93.985,,,,,,,,
2000-06-20,,93.6487,,,,,,,,
2000-06-21,,93.6092,,,,,,,,
2000-06-22,,92.1848,,,,,,,,
2000-06-23,,91.3936,,,,,,,,
2000-06-26,,92.5706,,,,,,,,
2000-06-27,,91.8881,,,,,,,,
2000-06-28,,92.1453,,,,,,,,
2000-06-29,,91.2749,,,,,,,,
2000-06-30,,91.9672,,,,,,,,
2000-07-03,,93.2333,,,,,,,,
2000-07-05,,91.5518,,,,,,,,
2000-07-06,,92.264,,,,,,,,
2000-07-07,,93.7477,,,,,,,,
2000-07-10,,93.5894,,,,,,,,
2000-07-11,,93.7872,,,,,,,,
2000-07-12,,94.4005,,,,,,,,
2000-07-13,,94.8159,,,,,,,,
2000-07-14,,95.7456,,,,,,,,
2000-07-17,,95.5874,,,,,,,,
2000-07-18,,94.806,,,,,,,,
2000-07-19,,94.0443,,,,,,,,
2000-07-20,,95.35,,,,,,,,
2000-07-21,,93.4905,,,,,,,,
2000-07-24,,92.9563,,,,,,,,
2000-07-25,,93.2531,,,,,,,,
2000-07-26,,92.3431,,,,,,,,
2000-07-27,,92.0266,,,,,,,,
2000-07-28,,89.9495,,,,,,,,
2000-07-31,,90.5231,,,,,,,,
2000-08-01,,91.0771,,,,,,,,
2000-08-02,,91.5321,,,,,,,,
2000-08-03,,92.1651,,,,,,,,
2000-08-04,,92.6596,,,,,,,,
2000-08-07,,93.7674,,,,,,,,
2000-08-08,,94.1235,,,,,,,,
2000-08-09,,93.3322,,,,,,,,
2000-08-10,,92.8772,,,,,,,,
2000-08-11,,93.3124,,,,,,,,
2000-08-14,,94.4994,,,,,,,,
2000-08-15,,94.4202,,,,,,,,
2000-08-16,,94.0839,,,,,,,,
2000-08-17,,95.0731,,,,,,,,
2000-08-18,,94.7565,,,,,,,,
2000-08-21,,95.2709,,,,,,,,
2000-08-22,,95.1126,,,,,,,,
2000-08-23,,95.4884,,,,,,,,
2000-08-24,,95.7852,,,,,,,,
2000-08-25,,95.7456,,,,,,,,
2000-08-28,,96.0721,,,,,,,,
2000-08-29,,96.0918,,,,,,,,
2000-08-30,,95.172,,,,,,,,
2000-08-31,,96.438,,,,,,,,
2000-09-01,,96.5369,,,,,,,,
2000-09-05,,95.7654,,,,,,,,
2000-09-06,,94.6774,,,,,,,,
2000-09-07,,95.4884,,,,,,,,
2000-09-08,,94.8357,,,,,,,,
2000-09-11,,94.6972,,,,,,,,
2000-09-12,,94.0048,,,,,,,,
2000-09-13,,94.2521,,,,,,,,
2000-09-14,,94.7269,,,,,,,,
2000-09-15,,92.6544,,,,,,,,
2000-09-18,,91.8016,,,,,,,,
2000-09-19,,92.6346,,,,,,,,
2000-09-20,,91.9504,,,,,,,,
2000-09-21,,90.5522,,,,,,,,
2000-09-22,,92.1983,,,,,,,,
2000-09-25,,91.5438,,,,,,,,
2000-09-26,,90.3738,,,,,,,,
2000-09-27,,90.8497,,,,,,,,
2000-09-28,,92.0199,,,,,,,,
2000-09-29,,91.1472,,,,,,,,
2000-10-02,,91.286,,,,,,,,
2000-10-03,,90.4333,,,,,,,,
2000-10-04,,91.1869,,,,,,,,
2000-10-05,,91.5042,,,,,,,,
2000-10-06,,89.521,,,,,,,,
2000-10-09,,88.8467,,,,,,,,
2000-10-10,,87.3792,,,,,,,,
2000-10-11,,86.6454,,,,,,,,
2000-10-12,,84.4837,,,,,,,,
2000-10-13,,87.2998,,,,,,,,
2000-10-16,,87.6964,,,,,,,,
2000-10-17,,85.5149,,,,,,,,
2000-10-18,,85.1976,,,,,,,,
2000-10-19,,88.4104,,,,,,,,
2000-10-20,,88.7872,,,,,,,,
2000-10-23,,89.1839,,,,,,,,
2000-10-24,,88.5889,,,,,,,,
2000-10-25,,86.5066,,,,,,,,
2000-10-26,,86.7445,,,,,,,,
2000-10-27,,88.3906,,,,,,,,
2000-10-30,,89.1839,,,,,,,,
2000-10-31,,90.7208,,,,,,,,
2000-11-01,,90.4134,,,,,,,,
2000-11-02,,90.5621,,,,,,,,
2000-11-03,,90.6117,,,,,,,,
2000-11-06,,91.2464,,,,,,,,
2000-11-07,,91.2265,,,,,,,,
2000-11-08,,89.2037,,,,,,,,
2000-11-09,,88.8665,,,,,,,,
2000-11-10,,86.7049,,,,,,,,
2000-11-13,,86.0306,,,,,,,,
2000-11-14,,88.2914,,,,,,,,
2000-11-15,,88.5691,,,,,,,,
2000-11-16,,87.1808,,,,,,,,
2000-11-17,,86.7148,,,,,,,,
2000-11-20,,85.4753,,,,,,,,
2000-11-21,,85.9116,,,,,,,,
2000-11-22,,83.859,,,,,,,,
2000-11-24,,85.5745,,,,,,,,
2000-11-27,,86.328,,,,,,,,
2000-11-28,,84.8406,,,,,,,,
2000-11-29,,84.682,,,,,,,,
2000-11-30,,83.9482,,,,,,,,
2000-12-01,,83.9086,,,,,,,,
2000-12-04,,84.6225,,,,,,,,
2000-12-05,,87.399,,,,,,,,
2000-12-06,,86.0009,,,,,,,,
2000-12-07,,84.8209,,,,,,,,
2000-12-08,,85.0192,,,,,,,,
2000-12-11,,87.9741,,,,,,,,
2000-12-12,,87.5973,,,,,,,,
2000-12-13,,86.3975,,,,,,,,
2000-12-14,,85.2968,,,,,,,,
2000-12-15,,83.3702,,,,,,,,
2000-12-18,,84.4843,,,,,,,,
2000-12-19,,82.7635,,,,,,,,
2000-12-20,,80.3665,,,,,,,,
2000-12-21,,80.9234,,,,,,,,
2000-12-22,,83.3504,,,,,,,,
2000-12-26,,84.2455,,,,,,,,
2000-12-27,,84.8622,,,,,,,,
2000-12-28,,85.1208,,,,,,,,
2000-12-29,,83.5095,,,,,,,,
2001-01-02,,81.9977,,,,,,,,
2001-01-03,,85.9364,,,,,,,,
2001-01-04,,85.0114,,,,,,,,
2001-01-05,,82.2364,,,,,,,,
2001-01-08,,82.8729,,,,,,,,
2001-01-09,,82.6541,,,,,,,,
2001-01-10,,84.1063,,,,,,,,
2001-01-11,,84.1859,,,,,,,,
2001-01-12,,84.0267,,,,,,,,
2001-01-16,,84.5638,,,,,,,,
2001-01-17,,84.9517,,,,,,,,
2001-01-18,,85.7971,,,,,,,,
2001-01-19,,85.3098,,,,,,,,
2001-01-22,,85.8767,,,,,,,,
2001-01-23,,86.5531,,,,,,,,
2001-01-24,,86.8117,,,,,,,,
2001-01-25,,86.5928,,,,,,,,
2001-01-26,,86.4934,,,,,,,,
2001-01-29,,86.9549,,,,,,,,
2001-01-30,,87.7188,,,,,,,,
2001-01-31,,87.2223,,,,,,,,
2001-02-01,,87.8016,,,,,,,,
2001-02-02,,85.8091,,,,,,,,
2001-02-05,,86.4393,,,,,,,,
2001-02-06,,86.1846,,,,,,,,
2001-02-07,,85.7391,,,,,,,,
2001-02-08,,84.7397,,,,,,,,
2001-02-09,,83.9249,,,,,,,,
2001-02-12,,84.8861,,,,,,,,
2001-02-13,,84.1922,,,,,,,,
2001-02-14,,84.0649,,,,,,,,
2001-02-15,,84.8797,,,,,,,,
2001-02-16,,83.0082,,,,,,,,
2001-02-20,,81.7287,,,,,,,,
2001-02-21,,79.9654,,,,,,,,
2001-02-22,,80.0864,,,,,,,,
2001-02-23,,79.5453,,,,,,,,
2001-02-26,,81.2386,,,,,,,,
2001-02-27,,80.4874,,,,,,,,
2001-02-28,,78.9023,,,,,,,,
2001-03-01,,79.3161,,,,,,,,
2001-03-02,,78.6859,,,,,,,,
2001-03-05,,79.4052,,,,,,,,
2001-03-06,,80.2583,,,,,,,,
2001-03-07,,80.8312,,,,,,,,
2001-03-08,,80.9203,,,,,,,,
2001-03-09,,78.5268,,,,,,,,
2001-03-12,,75.1657,,,,,,,,
2001-03-13,,76.4007,,,,,,,,
2001-03-14,,74.892,,,,,,,,
2001-03-15,,74.9111,,,,,,,,
2001-03-16,,73.4086,,,,,,,,
2001-03-19,,74.9022,,,,,,,,
2001-03-20,,72.8916,,,,,,,,
2001-03-21,,71.6533,,,,,,,,
2001-03-22,,70.9256,,,,,,,,
2001-03-23,,73.0703,,,,,,,,
2001-03-26,,74.0022,,,,,,,,
2001-03-27,,75.5149,,,,,,,,
2001-03-28,,73.4277,,,,,,,,
2001-03-29,,73.7086,,,,,,,,
2001-03-30,,74.4809,,,,,,,,
2001-04-02,,72.8916,,,,,,,,
2001-04-03,,70.4597,,,,,,,,
2001-04-04,,70.7533,,,,,,,,
2001-04-05,,73.4341,,,,,,,,
2001-04-06,,72.3171,,,,,,,,
2001-04-09,,73.1213,,,,,,,,
2001-04-10,,74.4553,,,,,,,,
2001-04-11,,74.5064,,,,,,,,
2001-04-12,,75.8596,,,,,,,,
2001-04-16,,75.0617,,,,,,,,
2001-04-17,,76.1213,,,,,,,,
2001-04-18,,79.1467,,,,,,,,
2001-04-19,,80.1999,,,,,,,,
2001-04-20,,79.4658,,,,,,,,
2001-04-23,,78.0234,,,,,,,,
2001-04-24,,77.6021,,,,,,,,
2001-04-25,,78.6169,,,,,,,,
2001-04-26,,78.968,,,,,,,,
2001-04-27,,80.2828,,,,,,,,
2001-04-30,,80.8445,,,,,,,,
2001-05-01,,81.0935,,,,,,,,
2001-05-02,,80.9466,,,,,,,,
2001-05-03,,79.919,,,,,,,,
2001-05-04,,81.2786,,,,,,,,
2001-05-07,,80.5765,,,,,,,,
2001-05-08,,80.5381,,,,,,,,
2001-05-09,,80.1999,,,,,,,,
2001-05-10,,80.436,,,,,,,,
2001-05-11,,79.8807,,,,,,,,
2001-05-14,,80.0403,,,,,,,,
2001-05-15,,80.4105,,,,,,,,
2001-05-16,,82.3062,,,,,,,,
2001-05-17,,82.4338,,,,,,,,
2001-05-18,,82.8105,,,,,,,,
2001-05-21,,84.0295,,,,,,,,
2001-05-22,,83.9211,,,,,,,,
2001-05-23,,82.4977,,,,,,,,
2001-05-24,,82.7402,,,,,,,,
2001-05-25,,81.7637,,,,,,,,
2001-05-29,,81.1126,,,,,,,,
2001-05-30,,79.9765,,,,,,,,
2001-05-31,,80.3914,,,,,,,,
2001-06-01,,80.8892,,,,,,,,
2001-06-04,,81.2786,,,,,,,,
2001-06-05,,82.2105,,,,,,,,
2001-06-06,,81.5275,,,,,,,,
2001-06-07,,81.8211,,,,,,,,
2001-06-08,,81.0615,,,,,,,,
2001-06-11,,80.4871,,,,,,,,
2001-06-12,,80.3466,,,,,,,,
2001-06-13,,79.6573,,,,,,,,
2001-06-14,,77.8701,,,,,,,,
2001-06-15,36.0277,77.9956,,,,,,,,
2001-06-18,35.7979,77.6179,,,,,,,,
2001-06-19,35.8982,77.9572,,,,,,,,
2001-06-20,36.2768,78.3669,,,,,,,,
2001-06-21,36.5681,79.2566,,,,,,,,
2001-06-22,36.3351,78.6357,,,,,,,,
2001-06-25,36.1015,77.9124,,,,,,,,
2001-06-26,36.0074,77.8036,,,,,,,,
2001-06-27,36.0107,77.7587,,,,,,,,
2001-06-28,36.4519,78.1876,,,,,,,,
2001-06-29,36.6595,78.4757,,,,,,,,
2001-07-02,36.7569,79.455,,,,,,,,
2001-07-03,36.7374,79.4358,,,,,,,,
2001-07-05,36.3189,77.8868,,,,,,,,
2001-07-06,35.3618,76.2033,,,,,,,,
2001-07-09,35.5889,76.6194,,,,,,,,
2001-07-10,35.1185,75.6977,,,,,,,,
2001-07-11,35.1639,75.7745,,,,,,,,
2001-07-12,35.9977,77.5732,,,,,,,,
2001-07-13,36.1696,78.2452,,,,,,,,
2001-07-16,35.7511,77.2659,,,,,,,,
2001-07-17,36.1729,77.9892,,,,,,,,
2001-07-18,35.7966,77.4579,,,,,,,,
2001-07-19,35.9977,78.1364,,,,,,,,
2001-07-20,36.0009,77.6692,,,,,,,,
2001-07-23,35.3781,76.1393,,,,,,,,
2001-07-24,34.8882,75.4032,,,,,,,,
2001-07-25,35.3294,76.2354,,,,,,,,
2001-07-26,35.7803,77.0355,,,,,,,,
2001-07-27,35.842,77.3299,,,,,,,,
2001-07-30,35.8128,77.3555,,,,,,,,
2001-07-31,35.9588,77.6756,,,,,,,,
2001-08-01,36.1145,78.162,,,,,,,,
2001-08-02,36.2281,78.4821,,,,,,,,
2001-08-03,36.1015,78.0532,,,,,,,,
2001-08-06,35.6862,77.0035,,,,,,,,
2001-08-07,35.7511,77.3043,,,,,,,,
2001-08-08,35.1023,75.8705,,,,,,,,
2001-08-09,35.2061,76.0945,,,,,,,,
2001-08-10,35.3488,76.3569,,,,,,,,
2001-08-13,35.4105,76.3762,,,,,,,,
2001-08-14,35.3326,76.3441,,,,,,,,
2001-08-15,35.0277,75.6849,,,,,,,,
2001-08-16,35.1347,75.9473,,,,,,,,
2001-08-17,34.5994,74.7311,,,,,,,,
2001-08-20,34.8428,75.4224,,,,,,,,
2001-08-21,34.3561,74.1358,,,,,,,,
2001-08-22,34.6741,74.904,,,,,,,,
2001-08-23,34.6286,74.6351,,,,,,,,
2001-08-24,35.2613,76.1841,,,,,,,,
2001-08-27,35.1347,75.7297,22.202,,,,,,,
2001-08-28,34.5475,74.6223,21.948,,,,,,,
2001-08-29,34.2231,73.9566,21.8478,,,,,,,
2001-08-30,33.7105,72.5356,21.5368,,,,,,,
2001-08-31,33.8533,73.0669,21.5887,,,,,,,
2001-09-04,33.6748,72.5996,21.0963,,,,,,,
2001-09-05,33.6262,72.7788,20.9667,,,,,,,
2001-09-06,32.9449,70.9033,20.4915,,,,,,,
2001-09-07,32.2798,69.5911,20.3706,,,,,,,
2001-09-10,32.5231,70.4425,20.1373,,,,,,,
2001-09-17,30.9789,66.7619,19.2562,,,,,,,
2001-09-18,30.5831,66.6019,19.1007,,,,,,,
2001-09-19,30.1711,65.2577,19.0488,,,,,,,
2001-09-20,29.1979,63.1838,18.2195,,,,,,,
2001-09-21,28.7274,62.5021,17.7098,,,,,,,
2001-09-24,29.7546,64.6994,18.5305,,,,,,,
2001-09-25,30.0346,65.3741,18.7465,,,,,,,
2001-09-26,29.8035,65.1428,18.8415,,,,,,,
2001-09-27,30.0997,65.7082,19.1387,,,,,,,
2001-09-28,30.9137,67.1024,19.5119,,,,,,,
2001-10-01,30.6337,66.9932,19.4065,,,,,,,
2001-10-02,31.0114,67.8349,19.475,,,,,,,
2001-10-03,31.5583,68.972,19.674,,,,,,,
2001-10-04,31.6625,69.0299,19.8834,,,,,,,
2001-10-05,31.6788,68.895,19.9145,,,,,,,
2001-10-08,31.4672,68.4452,19.7951,,,,,,,
2001-10-09,31.2588,68.079,19.7432,,,,,,,
2001-10-10,32.0011,69.5953,20.1412,,,,,,,
2001-10-11,32.5872,70.6747,20.2796,,,,,,,
2001-10-12,32.3397,70.3534,20.2537,,,,,,,
2001-10-15,32.3853,70.2249,19.9335,,,,,,,
2001-10-16,32.5676,70.6682,20.2104,,,,,,,
2001-10-17,31.9067,69.1648,20.2277,,,,,,,
2001-10-18,31.7407,69.017,20.0633,,,,,,,
2001-10-19,31.8286,68.972,19.8643,,,,,,,
2001-10-22,32.3039,70.3341,20.0028,,,,,,,
2001-10-23,32.1835,69.9743,20.162,,,,,,,
2001-10-24,32.1672,69.788,20.3644,,,,,,,
2001-10-25,32.623,71.0409,20.335,,,,,,,
2001-10-26,32.7988,70.8803,20.4665,,,,,,,
2001-10-29,32.0369,69.0363,20.0391,,,,,,,
2001-10-30,31.5095,68.2075,19.8124,,,,,,,
2001-10-31,31.5486,67.9762,19.8678,,,,,,,
2001-11-01,32.2128,69.7173,20.2865,,,,,,,
2001-11-02,32.2648,70.1928,20.2848,,,,,,,
2001-11-05,32.7272,71.1115,20.4873,,,,,,,
2001-11-06,33.2025,72.2167,20.7001,,,,,,,
2001-11-07,33.1439,72.1203,20.5132,,,,,,,
2001-11-08,33.1634,72.3451,20.6603,,,,,,,
2001-11-09,33.2351,72.4222,20.6257,,,,,,,
2001-11-12,33.1765,71.9789,20.3488,,,,,,,
2001-11-13,33.7625,73.5981,20.5357,,,,,,,
2001-11-14,33.9709,73.6687,20.5565,,,,,,,
2001-11-15,33.8635,73.8036,20.6447,,,,,,,
2001-11-16,33.8504,73.476,20.7606,,,,,,,
2001-11-19,34.1955,74.3819,20.8645,,,,,,,
2001-11-20,33.9513,73.7587,20.7208,,,,,,,
2001-11-21,33.743,73.2704,20.6672,,,,,,,
2001-11-23,34.1565,74.3241,20.733,,,,,,,
2001-11-26,34.3648,74.4847,20.9337,,,,,,,
2001-11-27,34.2704,74.1634,20.771,,,,,,,
2001-11-28,33.5476,72.8206,20.4094,,,,,,,
2001-11-29,34.0621,73.8036,20.4544,,,,,,,
2001-11-30,33.9513,73.2768,20.5322,,,,,,,
2001-12-03,33.7169,72.8399,20.3575,,,,,,,
2001-12-04,34.1597,74.0735,20.6464,,,,,,,
2001-12-05,34.9997,75.4292,21.1431,,,,,,,
2001-12-06,34.9346,75.3906,21.2088,,,,,,,
2001-12-07,34.8597,74.8894,20.8887,,,,,,,
2001-12-10,34.202,73.4888,20.4873,,,,,,,
2001-12-11,34.1141,73.341,20.5288,,,,,,,
2001-12-12,34.0946,73.4245,20.6136,,,,,,,
2001-12-13,33.5867,71.9982,20.1256,,,,,,,
2001-12-14,33.7397,72.6857,20.2415,,,,,,,
2001-12-17,33.9872,73.4374,20.4821,,,,,,,
2001-12-18,34.3388,73.8743,20.5374,,,,,,,
2001-12-19,34.4951,74.3948,20.3229,,,,,,,
2001-12-20,34.1858,73.6623,20.2242,,,,,,,
2001-12-21,34.3681,74.1091,20.3263,,,,,,,
2001-12-24,34.4442,73.9672,20.2505,,,,,,,
2001-12-26,34.6142,74.3734,20.2332,,,,,,,
2001-12-27,34.8135,74.8247,20.5016,,,,,,,
2001-12-28,34.9181,74.786,20.6643,,,,,,,
2001-12-31,34.4409,73.69,20.6574,,,,,,,
2002-01-02,34.722,74.483,20.7717,,,,,,,
2002-01-03,35.0946,75.3276,20.9587,,,,,,,
2002-01-04,35.3266,75.8304,21.0972,,,,,,,
2002-01-07,35.0978,75.2953,20.8167,,,,,,,
2002-01-08,34.9965,75.1212,20.5795,,,,,,,
2002-01-09,34.8789,74.5088,20.363,,,,,,,
2002-01-10,34.8527,74.8376,20.4115,,,,,,,
2002-01-11,34.5619,74.1026,20.2955,,,,,,,
2002-01-14,34.2906,73.6384,20.0929,,,,,,,
2002-01-15,34.5259,74.238,20.0773,,,,,,,
2002-01-16,33.954,72.7358,19.7241,,,,,,,
2002-01-17,34.307,73.2838,20.0081,,,,,,,
2002-01-18,33.99,72.9486,19.9994,,,,,,,
2002-01-22,33.7253,72.4457,19.7657,,,,,,,
2002-01-23,34.0161,73.0002,19.8176,,,,,,,
2002-01-24,34.1665,73.2258,19.925,,,,,,,
2002-01-25,34.222,73.2065,19.641,,,,,,,
2002-01-28,34.1959,73.4063,19.8245,,,,,,,
2002-01-29,33.3462,71.0983,19.2739,,,,,,,
2002-01-30,33.6599,72.1234,19.4869,,,,,,,
2002-01-31,34.1403,72.9679,19.4626,,,,,,,
2002-02-01,33.941,72.6263,19.4193,,,,,,,
2002-02-04,33.1207,70.821,19.26,,,,,,,
2002-02-05,33.0031,70.3827,18.8756,,,,,,,
2002-02-06,32.7841,70.0796,18.8479,,,,,,,
2002-02-07,32.6469,69.6413,19.0574,,,,,,,
2002-02-08,33.1142,70.9758,19.3137,,,,,,,
2002-02-11,33.5717,71.8462,19.5492,,,,,,,
2002-02-12,33.49,71.6205,19.5406,,,,,,,
2002-02-13,33.8004,72.3813,19.5665,,,,,,,
2002-02-14,33.7547,72.2459,19.7224,,,,,,,
2002-02-15,33.3887,71.4916,19.6012,,,,,,,
2002-02-19,32.7678,70.1183,19.1856,,,,,,,
2002-02-20,33.1762,71.2981,19.2722,,,,,,,
2002-02-21,32.6469,69.8218,19.1406,,,,,,,
2002-02-22,32.8854,70.6857,19.2791,,,,,,,
2002-02-25,33.4704,71.8526,19.5215,,,,,,,
2002-02-26,33.5815,71.7043,19.4107,,,,,,,
2002-02-27,33.4638,71.9815,19.6271,,,,,,,
2002-02-28,33.5423,71.6592,19.6964,,,,,,,
2002-03-01,34.2122,73.329,20.0687,,,,,,,
2002-03-04,34.8527,74.6248,20.7544,,,,,,,
2002-03-05,34.6567,74.3863,20.5258,,,,,,,
2002-03-06,35.1599,75.2695,20.7388,,,,,,,
2002-03-07,35.0129,75.1084,21.0609,,,,,,,
2002-03-08,35.2743,75.4243,21.092,,,,,,,
2002-03-11,35.3886,75.5854,21.1249,,,,,,,
2002-03-12,35.32,75.5403,20.8825,,,,,,,
2002-03-13,34.99,74.8118,20.6574,,,,,,,
2002-03-14,34.9606,74.7086,20.8617,,,,,,,
2002-03-15,35.2677,75.4205,21.0938,,,,,,,
2002-03-18,35.2939,75.4334,21.0695,,,,,,,
2002-03-19,35.4573,75.9378,21.1751,,,,,,,
2002-03-20,34.8854,74.5089,20.9033,,,,,,,
2002-03-21,35.039,74.5412,20.957,,,,,,,
2002-03-22,34.9017,74.3795,20.7717,,,,,,,
2002-03-25,34.3774,73.455,20.5154,,,,,,,
2002-03-26,34.6166,73.8817,20.6453,,,,,,,
2002-03-27,34.8231,74.0757,20.6765,,,,,,,
2002-03-28,34.7739,74.0433,20.7959,,,,,,,
2002-04-01,34.7969,74.0757,20.9119,,,,,,,
2002-04-02,34.5708,73.6684,20.8306,,,,,,,
2002-04-03,34.1939,73.1511,20.834,,,,,,,
2002-04-04,34.2988,72.8472,20.8046,,,,,,,
2002-04-05,34.243,72.8601,20.8046,,,,,,,
2002-04-08,34.3282,73.0153,20.5639,,,,,,,
2002-04-09,34.148,72.5045,20.5327,,,,,,,
2002-04-10,34.5511,73.3257,20.8011,,,,,,,
2002-04-11,33.7711,71.5024,20.3388,,,,,,,
2002-04-12,34.0366,72.039,20.5466,,,,,,,
2002-04-15,33.8334,71.4894,20.692,,,,,,,
2002-04-16,34.5412,73.1899,21.0799,,,,,,,
2002-04-17,34.4888,73.0347,21.1076,,,,,,,
2002-04-18,34.456,72.7179,21.1751,,,,,,,
2002-04-19,34.4692,72.983,21.26,,,,,,,
2002-04-22,33.9809,71.7675,21.1111,,,,,,,
2002-04-23,33.8006,71.4572,21.0557,,,,,,,
2002-04-24,33.5253,70.7394,20.9518,,,,,,,
2002-04-25,33.581,70.7782,21.1422,,,,,,,
2002-04-26,32.9551,69.4334,20.9552,,,,,,,
2002-04-29,32.8044,69.0908,20.8998,,,,,,,
2002-04-30,33.2239,69.7373,21.1128,,,,,,,
2002-05-01,33.4991,70.5907,21.2236,,,,,,,
2002-05-02,33.3385,70.3192,21.1665,,,,,,,
2002-05-03,33.0305,69.5562,21.3102,,,,,,,
2002-05-06,32.4078,68.192,21.0903,,,,,,,
2002-05-07,32.2604,67.9528,20.8132,,,,,,,
2002-05-08,33.4565,70.4808,21.2721,,,,,,,
2002-05-09,33.0108,69.6662,21.1682,,,,,,,
2002-05-10,32.4439,68.3537,20.9933,,,,,,,
2002-05-13,33.0567,69.7438,21.305,,,,,,,
2002-05-14,33.8072,71.2632,21.3292,,,,,,,
