SPY,EFA,EEM,TLT
107.003143,48.483448,35.924179,54.838181
106.781029,47.494926,34.936787,54.242321
105.42717,46.211601,34.10408,53.992031
103.922783,45.228863,32.650288,54.474686
104.503014,45.795376,33.546673,54.82629
104.503014,45.419628,33.765087,55.553268
105.162041,45.743359,33.949375,55.434044
106.678017,46.396591,34.973183,54.62365
107.470192,46.586304,35.564693,54.367447
107.700638,46.716721,35.749035,53.890755
106.346718,46.432152,34.92408,54.47826
106.080284,46.829357,35.055443,55.327793
105.295288,46.538879,34.633751,55.662842
104.373497,46.372868,34.06229,56.464508
104.323036,46.449936,34.368755,56.386715
101.766533,45.394672,33.336433,56.398705
101.680084,45.442093,33.580688,56.644012
100.038063,45.187172,33.320293,56.578163
101.089523,45.513237,34.41254,56.685867
101.752083,45.465813,34.818089,55.920067
100.931099,44.558743,33.838768,56.356766
101.744904,45.270161,34.336494,56.566196
99.50518,43.799889,32.783398,57.200363
98.64817,42.91655,31.419247,56.787586
96.091591,42.270336,30.504423,57.523415
95.105011,42.513397,31.200333,57.128548
94.139915,41.327694,30.416872,57.738789
96.401237,41.084633,30.610426,57.607246
97.21505,42.525257,31.204935,56.452526
95.810684,41.908691,30.730244,57.403793
97.395081,42.37706,31.490677,57.188423
97.877617,42.631973,31.336287,56.799519
97.157478,42.436325,30.923828,56.428627
98.929031,42.886898,31.543686,56.82943
100.520599,43.604256,32.172756,57.17104
99.253113,43.159611,32.271851,56.582722
96.595718,41.179489,30.534388,57.014957
95.817947,41.143921,30.034346,56.840855
96.451683,40.936417,30.543606,55.616154
95.832344,40.515491,30.485996,56.252502
96.322067,40.728916,30.863901,56.48666
97.21505,41.606339,31.361629,56.150429
98.208893,41.890915,32.06675,55.556099
97.344658,41.701202,31.65428,54.739628
97.323067,41.855343,31.880112,55.159866
97.596733,42.264408,32.297188,54.60154
97.884834,42.045048,32.566795,54.979767
97.071045,41.967976,32.110527,55.562138
97.668762,42.501534,32.541451,55.243908
98.900246,43.177399,33.147476,54.679577
99.641991,43.817669,33.585293,54.69762
99.541199,43.959965,33.868725,54.745644
98.568932,43.539036,33.504642,55.718227
96.372467,42.448185,32.172756,56.570652
96.142014,42.572681,32.347881,56.424889
95.774765,41.926487,31.596678,55.876537
96.379662,42.430405,32.260307,55.207661
94.384804,41.825699,31.154242,55.502964
93.41259,41.33363,30.723335,55.57526
92.181076,41.126137,30.184134,56.394749
95.493858,42.42448,32.214222,55.912678
94.600853,42.42448,31.617426,56.991302
94.809715,42.495617,31.329386,56.545391
93.340561,41.469978,30.218704,57.244343
92.397148,40.841557,29.472103,57.684238
96.235641,42.092484,31.004459,57.461327
93.851891,40.568851,29.142582,58.413364
95.590286,41.179489,29.633404,58.557995
97.500923,41.9324,30.769419,57.425144
97.595039,42.543053,31.24181,57.666176
96.400856,42.543053,30.988331,57.425144
96.096893,42.507477,30.838564,57.021416
95.177765,42.471905,30.783257,57.575779
95.510666,42.62606,30.965305,57.78064
98.868767,43.971817,32.154316,56.840233
98.933929,44.066677,32.177368,56.961304
99.179985,44.197113,32.569099,57.088417
99.071442,44.345314,32.437733,57.608791
99.122086,44.618034,32.868656,57.306187
99.020767,44.149666,32.688911,57.106541
98.304276,43.788048,32.179661,57.699566
98.441788,43.651672,32.640526,57.505913
96.531105,43.064766,32.108227,57.893211
96.205421,43.159611,32.032185,57.554371
96.429817,43.461971,32.407791,56.840233
99.042427,44.831455,33.366386,56.283585
99.187241,44.333466,33.124424,56.186718
100.22216,44.647671,33.62447,56.138313
100.272835,44.997448,33.794975,56.362267
99.831337,44.529106,33.481609,56.555843
99.672134,44.760311,33.963192,56.368252
100.106369,44.469822,33.527679,55.890202
101.03273,44.837379,33.774239,55.563446
101.054466,45.09824,33.709732,55.732834
100.656364,44.701031,33.112904,55.944683
100.06295,44.944096,33.794975,56.344036
102.132782,45.216793,34.154457,56.347713
102.415062,45.341309,34.481659,55.637177
101.922905,45.418373,34.456322,55.637177
102.805824,45.756313,34.841145,55.236298
100.974854,44.955952,33.804203,55.473137
100.714294,45.347237,34.152142,55.971188
100.526123,44.985592,33.873329,56.177708
101.655151,45.436161,34.308846,56.092628
101.669624,45.282013,34.472454,55.479282
101.879509,45.282013,34.555405,55.503498
103.153297,46.052731,35.29047,56.007633
103.247322,46.550728,35.739822,55.776806
103.52961,46.361008,35.746735,55.849735
102.690048,45.934155,35.126877,56.141258
100.95314,45.412445,34.769703,56.153378
100.967567,45.94009,34.871101,55.491394
99.614243,45.418373,34.262764,55.734306
100.352425,45.329453,34.207455,55.357758
100.81562,45.323521,34.668324,54.865841
101.32222,45.222725,34.744362,54.471069
101.575546,45.477654,34.864182,54.829414
100.526123,45.003372,34.449406,55.040936
99.939911,44.908531,33.827251,55.437084
99.889252,44.647671,33.532299,54.943359
101.886749,45.388741,34.599194,54.614193
98.637177,44.084457,33.34565,55.321281
98.875999,44.025177,33.260387,55.321281
98.383873,43.278194,32.493057,54.961655
96.936424,42.726826,32.006832,54.833675
97.305511,42.578606,32.193485,54.285049
98.535873,42.969906,32.541451,54.169315
98.59375,43.189259,32.652054,54.181454
98.116112,43.319679,32.790321,54.291206
97.160767,42.963966,32.63131,54.748325
97.283844,42.88097,32.682011,54.425293
95.704735,41.944267,31.61511,54.742237
95.610191,41.938335,31.707281,54.858055
95.421059,41.748631,31.566713,55.223797
95.872025,42.194431,32.198814,55.248104
93.26812,41.125225,31.094042,55.619976
92.758965,41.233955,31.394707,56.27216
93.086258,41.481621,31.632442,56.284348
93.377213,41.034611,31.068413,56.150974
91.777061,40.382206,30.182735,56.444599
91.871582,40.641968,30.096508,56.322292
90.933319,40.291603,29.989292,56.579208
92.548019,40.503025,30.357542,56.946255
90.766037,39.977486,29.744572,57.19706
91.136978,40.321808,30.282967,57.190929
90.075027,39.687534,30.080179,56.377346
89.260391,39.602962,30.042891,56.872799
88.00209,38.968685,29.541798,56.854485
90.162323,39.687534,30.39484,55.826763
91.064194,40.291603,30.537004,55.539303
91.631577,40.55135,30.273638,55.331276
91.682472,40.786934,30.648886,55.545395
92.722557,40.925877,30.667536,55.270126
93.224449,41.076897,30.711817,55.159973
91.289719,40.327847,29.576752,55.698326
91.267883,40.412411,29.779531,55.141609
89.929581,39.735855,29.276098,55.698326
91.849762,40.12849,30.898273,55.47197
93.48632,40.503025,30.576624,55.52702
92.249825,40.104347,29.891405,56.077587
91.762497,39.50631,29.688616,56.201553
90.911499,39.131794,28.779652,56.072639
93.362663,40.122459,29.150246,55.655174
93.777267,40.134548,29.730572,55.428013
92.380737,39.331127,28.709738,56.330551
94.097282,39.494225,28.779652,56.484028
95.07193,39.457977,28.478979,55.943737
94.082764,39.174068,28.241257,56.465637
93.515419,38.557911,28.234259,56.269176
94.220932,38.406895,28.604845,56.631329
94.679153,38.153191,28.157356,57.12254
93.384476,37.959877,27.681879,57.349686
92.36618,37.531002,27.451145,57.128696
92.795311,37.754498,28.150352,57.288288
92.955345,37.905514,28.1084,57.183975
94.300949,38.080704,28.087427,57.147057
92.388,37.48267,27.50708,57.718079
92.65712,37.669937,27.556019,57.767181
93.559074,38.02634,28.143373,57.865459
94.693726,38.515636,28.339146,57.871536
93.675407,38.40086,28.003523,57.61372
93.093529,37.808865,27.15748,58.149776
93.013527,37.65181,26.709976,58.396271
90.213272,36.038937,25.479364,58.864578
90.49691,35.906052,25.842943,58.833771
92.36618,36.709465,26.164589,59.080193
89.624077,35.519432,24.696238,59.665611
89.98774,35.863762,25.094791,59.295864
91.289719,35.785229,24.724209,59.265114
91.711578,36.48595,25.549284,58.501011
87.347473,34.933491,23.542538,60.398907
88.809448,34.673733,23.745308,60.386574
84.816299,33.350822,22.060202,60.688511
87.332932,34.867031,23.920116,59.801205
90.801262,37.337696,26.898769,57.903343
88.745567,36.063099,25.143736,57.897202
86.726494,35.555679,24.360613,57.675358
87.004456,35.658371,24.640308,57.927944
88.365173,36.479912,25.905884,57.810841
88.409042,36.093304,25.024874,58.229881
81.481194,32.064144,22.102154,59.924404
84.853691,34.009247,23.892139,58.464058
84.904877,33.755547,24.17882,59.199574
81.825012,32.281616,22.060202,59.675449
80.720398,32.154762,21.479856,60.200829
76.609001,30.336494,19.864672,61.294865
73.177971,28.916925,18.319412,61.109447
71.334419,28.270571,18.319412,60.231747
66.352501,26.579163,16.969925,59.724903
64.743065,25.588484,17.165705,59.30463
74.143623,29.653889,21.07431,58.544384
73.04631,29.043787,20.025494,58.167374
65.855057,25.944901,16.788136,58.723682
68.598404,27.473188,17.613201,58.420795
68.188713,26.887249,17.060831,58.01902
72.285469,28.602812,18.256483,58.482609
70.127342,26.989937,16.802116,58.791645
66.308617,25.020664,15.033102,59.984524
67.076782,25.570372,15.452629,60.429478
63.674995,23.915215,13.858421,59.786758
61.414478,22.658741,13.49483,59.830032
68.591087,25.781796,16.319653,58.958496
68.093636,25.842199,15.802238,58.661835
70.449249,26.748306,17.934847,58.130291
70.836975,26.9235,17.781015,57.37627
71.041809,27.032227,17.620195,57.531364
73.45594,28.886724,19.228382,58.611115
70.368774,27.316145,16.781143,59.306133
66.469551,25.552244,15.935087,58.877949
68.664261,26.995975,17.228636,58.493248
67.764427,26.591244,17.389454,58.778667
65.672173,25.715353,16.305674,58.952427
62.782497,24.332024,15.09603,59.330963
66.696342,26.403996,17.186682,57.909912
63.367752,24.887768,15.536536,59.057938
62.526443,24.434717,15.277824,59.318562
63.704258,24.477001,15.05408,60.081848
59.622166,22.839968,13.75354,61.620811
55.196228,21.583488,12.767647,64.804253
58.173668,23.11784,14.606584,63.867149
62.204567,24.501167,15.494587,62.868149
62.665462,24.948175,15.200913,64.717339
65.086891,25.220007,16.361605,64.804253
65.906265,25.207928,16.046965,65.604736
60.068428,23.148035,14.501701,68.117111
62.380146,24.404512,15.417669,68.378609
63.879833,24.730709,15.543526,68.571655
62.402069,23.969584,14.87928,69.922752
64.326088,24.271616,15.760287,68.789566
66.57196,25.425406,16.767157,68.640144
65.474655,25.189802,16.536411,69.997459
65.920876,25.854294,17.522303,69.829376
64.333427,25.739513,17.074806,69.966354
65.10157,25.993214,17.312542,69.966354
64.194412,26.059671,17.081799,70.763329
67.215744,27.55777,18.445267,72.51297
66.564697,27.418833,18.123631,74.480492
65.321022,26.579163,17.725077,76.043327
65.040016,26.192568,17.78801,76.124313
64.206642,26.011345,17.123751,75.538971
63.5429,25.816196,16.981939,75.43943
63.911629,26.158779,17.102482,75.277489
64.280396,26.281134,17.045761,75.526573
64.096031,26.287249,17.017403,75.435982
65.615273,27.076418,17.471186,76.154449
66.551895,27.443468,17.705179,74.561333
68.557915,27.798288,18.548964,72.687195
68.476761,27.351706,18.790039,70.813019
68.934052,27.64535,19.215477,70.1008
66.869026,27.168177,18.109346,70.375702
67.141922,27.571936,18.031349,70.319466
65.703796,26.617596,17.641367,70.425667
64.125504,25.975256,16.896858,71.15657
64.243523,25.49807,16.946486,71.231575
62.222778,24.451971,16.123981,72.406036
62.2449,24.672205,16.308336,72.524734
62.731655,24.819027,16.485601,71.406456
59.420284,23.002106,15.258929,71.393974
61.986797,24.127741,16.088528,69.138725
61.028046,23.564924,15.556734,67.808098
61.29356,23.399744,15.755267,67.277046
61.713909,23.858566,15.939628,66.689735
62.340786,24.323503,16.223248,68.257812
64.450035,25.039261,17.045761,66.552353
62.355537,23.901386,16.180708,65.021751
61.087051,23.675041,16.060167,64.815598
60.902653,23.442564,15.89708,66.021484
61.758141,24.115503,16.372152,64.449142
61.455807,23.993153,16.492691,64.223549
62.3703,24.335741,16.840126,64.279984
64.147652,24.898558,17.68391,64.079491
64.236122,24.892427,17.591732,64.286263
61.29356,23.656687,16.528143,65.683266
61.654915,23.913626,17.024487,66.535225
61.699154,23.840214,16.918127,65.908791
61.035408,23.583273,17.003216,64.154678
58.424652,22.32918,15.918358,66.153046
58.284542,22.310812,15.804907,65.589294
57.657642,22.28023,15.656005,64.474197
57.09716,21.955999,15.258929,65.100632
55.054306,21.117891,14.88313,65.702042
57.141396,21.998821,15.698549,65.63311
56.691528,21.393183,15.429105,64.87513
55.769676,21.215773,15.294384,64.192253
54.523262,21.215773,15.053302,63.822685
52.067421,19.998365,14.138619,64.879242
51.676556,19.918848,14.337151,64.445839
52.900799,20.805889,15.344015,64.150604
50.739937,19.967783,14.712957,65.934639
50.828407,19.93108,14.961127,65.494896
50.231045,19.392731,14.67041,65.11171
53.225288,20.695776,15.861629,63.861614
53.571907,20.812012,15.861629,64.552666
55.681122,21.283058,16.471416,64.86042
56.116287,21.423767,16.563599,64.533829
55.946663,21.656239,16.577778,63.516102
57.657642,22.225172,16.939396,63.170616
58.948315,22.861399,17.293926,65.564003
58.218159,22.849163,17.180473,65.645622
56.978481,22.53105,16.946486,65.281303
61.071182,24.152212,18.51351,64.715958
59.86787,23.393629,17.939167,65.331589
60.499218,23.754566,18.208616,64.452126
61.732273,24.072674,18.704947,65.199677
60.618073,23.301868,18.15189,65.683388
58.523464,22.414816,17.215931,65.934639
59.06567,22.995983,17.591732,66.405739
60.209538,23.595509,18.173155,67.011841
61.969902,24.659969,19.158751,66.192848
62.58643,24.800678,19.39274,64.838318
62.09621,24.286795,19.151659,64.561104
60.647785,23.779037,18.712048,64.724937
61.30143,24.017622,18.988577,65.298233
63.737728,24.659969,19.818176,64.479218
63.752583,24.904673,19.938709,65.071472
62.653278,24.666088,19.61964,65.411636
63.321758,24.99032,19.903261,65.298233
64.250282,25.149376,20.073437,64.78167
64.681076,25.063728,19.93162,64.069786
61.969902,24.035978,18.960217,65.03997
63.18066,24.586557,19.364374,64.397392
62.794418,24.390795,19.201292,64.00676
63.410915,25.002548,19.499098,64.000473
64.369072,25.387957,19.867807,63.357906
63.760033,25.088196,19.201292,63.628807
63.559483,24.849613,19.137476,62.589272
64.911331,25.485842,20.144339,62.034908
64.933617,25.644894,20.328699,61.789215
65.282715,25.944662,20.626495,61.363976
67.503616,27.021357,22.051708,61.566147
67.273384,26.752182,21.853168,61.490387
68.439522,27.400646,22.228968,61.344975
67.488762,26.941832,21.675905,59.847347
69.063477,28.110283,22.399147,59.992714
67.771027,27.394527,21.874447,60.845798
67.570488,27.688179,22.030437,61.067001
65.869514,26.746059,21.222107,61.730465
66.434013,27.009119,21.527004,61.970539
65.8918,26.764412,21.328465,61.95163
67.763588,27.786049,22.512596,60.991096
67.681885,28.036875,22.767857,60.668861
67.228783,28.220411,22.838758,61.307072
66.263184,28.006289,22.413326,59.76527
66.12204,28.165344,22.512596,59.101749
67.81559,28.728151,22.782038,58.210762
66.604843,28.171455,22.519682,57.18074
67.533356,28.458981,23.214561,58.008568
68.729195,29.02792,23.569092,59.506168
70.393028,29.743677,24.561773,57.746929
70.452431,30.000616,24.207241,58.05756
69.561111,29.107447,23.349289,58.602791
70.21476,29.290979,23.781811,57.391933
70.229637,28.930035,23.831444,56.954472
69.939926,28.868874,23.462732,56.808701
70.296448,29.22369,23.505276,56.80233
70.118195,29.278742,23.803082,55.908485
70.430168,29.780384,24.313606,56.529716
70.623283,29.627445,23.923618,57.036915
69.003998,28.562996,23.065668,57.550434
68.06813,28.232643,22.718225,58.552032
68.001297,28.312159,22.462957,58.222431
68.498947,28.263222,22.399147,57.34119
68.751434,28.709801,22.512596,58.127308
66.689758,27.786049,21.69718,58.691525
66.742065,28.151541,21.837999,59.382545
67.317223,28.176529,22.316929,58.786629
68.781303,28.770039,22.981724,59.864338
68.602058,28.71382,23.103247,59.96579
69.244415,28.957472,23.274801,60.054558
68.684174,28.620108,23.038904,59.953117
68.968048,29.094919,23.460661,59.834179
67.085693,28.25774,22.817314,59.97411
67.078224,28.295223,22.767279,59.859619
65.778458,27.607996,22.231155,60.260292
65.733673,27.495544,21.973812,61.373257
65.860603,27.832912,22.366974,60.641853
65.703766,27.508026,22.102486,61.201576
67.302277,27.989094,22.259747,60.858089
67.683243,28.139042,22.50279,59.846859
69.662727,29.10117,23.710848,58.307774
69.550682,29.357317,23.753731,58.937405
70.312607,29.251104,23.996784,58.027935
71.059563,29.819633,24.85457,58.333225
71.388237,30.007055,24.783091,59.497128
71.373306,30.082027,24.725908,58.962906
72.949425,30.588087,25.426432,57.88166
73.248184,30.775513,25.304926,58.161522
73.464828,30.806751,25.526508,57.493687
73.121223,30.675552,25.412136,58.002537
72.941956,30.425655,24.840277,58.320499
73.703835,31.01918,25.45503,59.147316
73.808449,31.493984,25.576551,60.298412
75.025986,32.224941,26.534418,59.384628
75.220215,32.174973,26.291368,58.91238
75.003593,32.043777,26.069782,58.031803
74.615181,31.843857,25.855326,58.229664
75.593697,31.812611,26.112667,57.744625
75.436836,31.618931,25.819595,58.465729
74.495644,31.437748,25.333506,59.142174
75.294922,31.793863,25.562256,58.510391
75.870079,32.281174,26.005451,59.339935
75.287437,32.006287,25.533665,59.569721
73.434937,30.975435,24.532904,60.450321
74.017601,31.51273,25.069021,60.099346
74.667465,31.78137,25.133354,60.597092
75.436836,32.006287,25.569403,61.09481
76.915863,32.706017,25.955408,59.837715
76.908379,32.699768,26.069782,60.922554
77.057793,33.024635,26.012592,61.267155
77.065201,32.887192,25.933966,61.547863
77.237053,33.137093,25.883928,61.305412
77.222084,33.155834,25.74811,61.586212
76.534897,32.912182,25.240582,61.64365
74.846733,32.09375,24.761646,61.494465
74.562866,32.056263,25.026133,62.390709
75.182877,32.306168,25.526508,62.006569
76.236076,32.799725,26.019751,60.950336
76.893448,33.449474,26.555862,60.521408
77.483528,33.861816,26.698826,60.451004
78.275345,34.161686,27.049101,61.564846
78.260399,34.117966,27.063393,61.90419
78.641335,34.186684,26.963316,61.289619
78.970016,34.192921,27.284996,60.975933
80.165184,34.867661,27.97123,61.084747
80.045654,34.642754,27.82111,61.852909
80.096695,34.736477,27.899734,61.302319
79.894028,34.367859,27.656696,61.44326
80.359383,34.842682,28.078449,61.571251
79.691406,34.542789,27.656696,61.756927
78.813293,34.036736,27.113424,61.936157
78.393013,33.893059,27.227804,62.723564
79.796455,34.35537,27.57807,63.274113
79.55632,34.149197,27.642406,63.216595
79.248596,34.161686,27.813961,63.158916
77.282188,33.268299,27.056246,64.023918
76.921913,32.899689,27.063393,63.580791
78.070236,33.374504,27.692442,63.587212
79.18856,33.936794,28.149927,62.957863
79.406235,34.061745,28.121334,63.696407
80.01416,34.555286,28.464453,63.028522
80.501999,34.467827,28.485903,61.583633
80.8172,34.673985,28.721796,61.679985
80.652077,34.599026,28.771835,62.001072
82.040588,35.429958,29.701105,61.082802
82.34082,35.592388,29.536705,60.800251
81.725334,35.055096,29.129244,61.294689
82.400818,35.617374,29.686815,61.77631
81.965523,35.429958,29.293661,62.110275
81.230026,35.311245,29.136395,61.737789
82.055565,35.654861,29.379431,61.435963
81.117401,35.092575,29.136395,60.973591
80.239288,34.561546,28.771835,60.183765
79.871544,34.286652,28.271444,61.005711
78.362961,33.461967,26.977613,61.294689
80.044174,34.449081,28.171368,60.626858
77.725014,33.299519,26.856092,61.506588
78.295403,33.624405,27.256399,61.234768
78.543106,33.493202,27.299282,60.622765
78.745705,33.830574,27.80682,60.068653
80.19429,34.267902,28.378668,60.068653
80.404419,34.367859,28.342932,60.126686
82.235703,35.32999,29.386585,60.197495
82.250725,35.142559,29.250765,60.087994
82.671005,35.248768,29.500952,60.339256
81.830414,34.736477,28.843304,60.229752
82.273224,35.223782,29.336548,60.506729
83.466576,35.786064,30.072824,61.215424
83.564148,35.548653,29.965599,61.54393
83.511612,35.436207,29.729696,61.183228
82.423332,34.767712,29.179285,61.29274
82.130623,34.574032,29.057768,61.279819
83.173889,35.192551,29.665363,61.202496
83.301453,35.048851,29.500952,61.589058
83.594177,35.517418,29.84407,61.872543
82.235703,34.492817,28.686058,62.104511
82.513412,34.605282,28.964832,62.252651
83.534149,35.554901,29.794033,61.559196
83.496605,35.611126,29.915558,61.610882
82.843636,35.529922,29.636782,60.97105
83.31649,35.404957,29.908417,60.324757
83.188873,35.211277,29.65107,60.402317
82.265732,34.599026,29.100655,60.492817
82.573418,34.555286,29.279362,60.214848
83.038788,34.661503,29.450928,59.523388
83.391556,34.64901,29.558144,59.516895
83.961952,34.986378,29.758301,59.58799
83.57164,34.599026,29.450928,59.323017
83.699257,35.005108,29.622477,59.251953
82.693542,34.180435,28.771835,60.22781
83.161369,34.261662,28.850456,59.969318
84.006485,34.361614,28.814726,58.902893
84.308311,34.579746,29.105127,58.573315
84.474327,34.894974,29.39337,58.586269
84.87426,35.033672,29.688818,57.978741
85.055344,35.184978,29.789694,57.817188
84.934601,35.241722,29.68302,58.198586
84.904427,35.096718,29.812765,58.581181
84.089508,34.850834,29.913687,58.30233
85.515633,35.764984,30.785856,58.250408
85.741989,35.796505,31.00931,58.626587
85.802383,35.947792,31.074188,57.841793
86.164581,35.80912,30.89398,57.939072
86.451309,36.092812,31.139057,57.913113
86.57206,36.389126,31.074188,57.595337
85.764648,35.960426,30.576826,58.581181
86.489029,36.263031,30.670528,57.900196
86.722961,36.540421,30.591232,58.710907
85.749557,35.966728,30.238041,59.074131
86.821068,36.319771,30.850725,58.905499
85.938202,35.393024,30.108288,59.502197
84.285667,34.63649,29.200071,59.774593
82.406799,33.961918,28.55134,59.670849
82.829353,34.378002,28.760382,59.398396
82.482254,34.182575,28.162094,59.417862
82.874641,34.144749,28.090021,59.385464
81.923882,33.571037,27.895401,59.353024
81.03347,33.085609,27.592659,59.871902
82.293625,33.690826,28.3351,59.328392
83.289627,34.251923,28.565758,59.497639
82.874641,33.89257,28.399975,58.807678
80.316658,32.511898,27.116926,59.738457
80.482643,32.455166,26.814188,59.868626
79.901604,31.812105,26.547491,59.946732
80.905182,32.814507,27.412455,59.347931
80.746727,32.606464,27.340387,58.781689
81.591873,32.909084,28.061186,58.462708
81.523964,32.625385,27.707996,58.703568
82.806709,33.350384,28.4216,58.814175
83.199135,33.394531,28.522505,58.143803
83.689568,33.583649,28.630636,57.90947
83.863113,33.375595,28.385553,58.221897
83.878258,33.438652,28.4216,57.981106
82.859528,32.965824,27.765659,58.885822
83.621666,33.173866,28.03236,59.029003
83.508469,32.972126,27.801699,59.360947
83.561287,33.173866,28.082811,59.666862
84.429054,33.43235,28.558548,59.640755
84.662971,33.684521,28.882915,59.562405
84.738396,34.088017,28.918955,59.412193
84.994987,33.999748,28.767586,59.725632
86.209862,34.661701,29.517221,58.942089
86.22493,34.661701,29.538849,58.635185
86.36834,34.579746,29.704638,58.648277
86.75309,34.724747,29.913687,58.498074
87.115318,34.857147,29.920889,58.713558
87.122894,35.090412,29.819967,59.079185
87.1455,34.844536,29.603725,59.000866
87.839699,35.285843,29.985756,59.470993
88.360367,35.474976,30.310118,59.725632
88.315102,35.266926,30.079464,59.529789
87.86805,34.907581,29.690239,59.588509
88.337807,35.00845,29.798349,59.653805
88.959114,35.254322,30.007381,59.373039
88.527245,34.674309,29.560474,58.289104
88.383286,34.655403,29.481195,57.916973
88.330231,34.995846,29.625357,58.080154
88.890945,35.29216,30.158758,57.858204
88.951515,35.29216,30.27408,58.041035
88.64846,35.29216,30.360571,58.439331
89.254631,35.91629,31.153473,58.296417
89.981995,35.954117,31.434578,57.326462
90.19413,35.853249,31.528284,57.418217
89.67894,35.60107,31.254377,58.152222
89.989563,35.563248,31.362505,58.178452
90.580551,36.02977,31.557129,58.316116
90.724525,36.143246,31.30484,58.62413
90.792709,36.111725,31.239964,58.814167
91.823189,36.590866,31.701286,58.401302
91.898888,36.565647,31.528284,58.46682
90.436615,35.758678,30.605656,58.892883
90.777573,35.664112,30.48311,58.748642
91.58828,35.884766,30.843527,58.958382
91.421577,35.651489,30.742607,59.443367
91.694336,35.329979,30.872366,59.266407
92.292885,35.594757,31.038143,59.056675
91.944344,35.632584,31.038143,59.122196
89.769836,34.201488,29.928091,59.954586
90.451782,34.20779,30.18037,59.443367
91.573112,34.737358,30.677746,59.692421
90.01989,34.302357,30.310118,60.380608
91.186684,34.548229,30.475906,60.301651
89.04248,33.180176,29.077528,61.386795
88.512085,32.543419,28.55134,61.748508
85.572304,31.093407,27.383625,63.655754
84.299408,31.024057,27.527794,62.859962
88.012016,33.035168,29.510017,61.557819
87.761978,32.499294,28.976618,61.399948
88.989433,32.864944,29.337032,60.932972
87.88324,32.436245,29.063126,61.334171
86.292076,31.5158,28.464842,62.399605
86.33754,31.559938,28.291845,62.169441
85.16317,30.879049,27.70079,63.123032
84.678223,30.998838,27.434092,63.333488
81.480812,29.920776,26.071749,64.668556
82.670364,30.652096,26.915094,64.734337
81.60965,29.946003,26.633989,64.510681
81.692955,29.832516,26.345657,64.826454
81.200493,29.391211,26.33124,64.642303
83.920532,31.061874,27.92424,63.175648
82.867386,30.462967,27.462917,63.465042
81.473228,30.160349,26.958351,63.911148
83.594757,30.967318,27.902615,63.304058
83.882675,30.872746,27.801699,62.842068
80.935295,29.555119,26.814188,64.531418
79.927589,29.183163,26.396118,65.026314
80.783752,29.649693,27.001593,64.702995
80.351883,29.542521,26.857441,64.630424
82.700699,30.790792,27.794489,63.47559
83.102257,30.834929,27.93865,64.28067
82.973465,31.030365,27.94586,63.950726
84.860069,32.013847,28.789209,63.68676
84.829758,31.862539,28.789209,64.049713
84.966118,31.963425,28.645048,64.57103
85.058273,31.906679,28.774799,64.465408
84.814651,31.900372,29.272152,64.28067
83.413879,31.496885,28.709927,65.046188
83.15506,31.707933,28.78393,65.488304
81.777153,31.156269,28.276028,65.098969
82.119713,31.335886,28.609802,65.362907
81.860863,31.104944,28.413887,65.976585
79.333412,30.040108,27.260201,66.695915
78.57975,29.834843,27.078812,67.144661
78.229568,30.271029,27.274715,67.250511
77.803238,30.206886,27.390808,66.714378
78.313293,30.809875,27.898718,67.263763
80.779869,31.772087,28.515461,66.476112
81.579201,32.079987,28.653316,66.05249
82.188202,32.112064,29.00161,65.675217
82.241508,31.990185,28.769426,65.648705
83.48243,32.580334,29.103189,65.086105
83.474785,32.695808,29.045141,65.741386
83.497643,32.856167,28.907278,66.396683
81.198563,31.804157,28.043837,66.721039
81.678169,32.009422,28.413887,66.310616
82.584106,32.227528,29.081421,66.409866
81.510674,31.643785,28.78393,67.535179
83.33017,32.708633,29.654633,66.754089
84.053383,33.093513,29.857801,66.045845
84.928864,33.324444,30.060957,65.933327
84.921265,33.420658,30.010166,65.297874
84.373131,33.247463,29.843281,65.509674
83.962013,33.401413,29.894072,65.489799
83.946808,33.298779,30.039196,66.509209
85.842407,34.421349,30.815565,65.575508
85.43132,34.370041,30.670452,65.954056
86.002266,34.402122,30.713991,65.449371
85.910904,34.376453,30.576138,65.754776
85.560722,34.47908,30.532597,66.472038
86.017479,34.517578,30.692217,66.226311
85.553116,34.241749,30.271381,66.365746
83.208344,32.682964,29.306353,67.255592
82.698296,32.644482,29.35714,67.0896
82.454712,32.529011,29.516764,67.926285
82.416611,32.792019,29.792494,69.626266
83.4291,33.157654,30.104498,69.227806
83.581406,33.144825,30.082724,69.413788
82.127342,32.612392,29.850542,70.496147
81.860863,32.272427,29.763464,70.41655
81.548752,32.208279,29.495007,70.429787
80.338303,31.765659,29.117695,71.558678
80.650429,31.797737,28.929049,71.326256
80.109917,31.784908,28.747643,71.996941
81.350815,32.407131,29.378914,69.958313
80.170807,31.938864,28.892773,71.299667
80.170807,32.035076,29.066908,72.089905
82.568855,33.176899,30.089989,70.599312
83.337769,33.362923,30.14077,69.853363
84.418808,33.670834,30.496311,68.987564
83.467186,33.202557,30.053699,70.399582
84.053383,33.459152,30.38022,69.840057
84.441666,33.773464,30.554352,68.461365
84.867958,33.876102,30.663187,68.148293
85.811951,34.49192,31.396036,68.481369
85.758659,34.722851,31.381531,69.140694
86.085991,34.735687,31.425051,68.115051
86.063179,34.568893,31.265425,67.442314
86.095306,34.402122,31.21464,67.715424
87.411751,34.998676,31.70804,68.108368
87.235687,34.99226,31.613705,69.0541
