Date,SPY,EFA,EEM,TLT
2008-03-25,97.595039,42.543053,31.24181,57.666176
2008-03-26,96.400856,42.543053,30.988331,57.425144
2008-03-27,96.096893,42.507477,30.838564,57.021416
2008-03-28,95.177765,42.471905,30.783257,57.575779
2008-03-31,95.510666,42.62606,30.965305,57.78064
2008-04-01,98.868767,43.971817,32.154316,56.840233
2008-04-02,98.933929,44.066677,32.177368,56.961304
2008-04-03,99.179985,44.197113,32.569099,57.088417
2008-04-04,99.071442,44.345314,32.437733,57.608791
2008-04-07,99.122086,44.618034,32.868656,57.306187
2008-04-08,99.020767,44.149666,32.688911,57.106541
2008-04-09,98.304276,43.788048,32.179661,57.699566
2008-04-10,98.441788,43.651672,32.640526,57.505913
2008-04-11,96.531105,43.064766,32.108227,57.893211
2008-04-14,96.205421,43.159611,32.032185,57.554371
2008-04-15,96.429817,43.461971,32.407791,56.840233
2008-04-16,99.042427,44.831455,33.366386,56.283585
2008-04-17,99.187241,44.333466,33.124424,56.186718
2008-04-18,100.22216,44.647671,33.62447,56.138313
2008-04-21,100.272835,44.997448,33.794975,56.362267
2008-04-22,99.831337,44.529106,33.481609,56.555843
2008-04-23,99.672134,44.760311,33.963192,56.368252
2008-04-24,100.106369,44.469822,33.527679,55.890202
2008-04-25,101.03273,44.837379,33.774239,55.563446
2008-04-28,101.054466,45.09824,33.709732,55.732834
2008-04-29,100.656364,44.701031,33.112904,55.944683
2008-04-30,100.06295,44.944096,33.794975,56.344036
2008-05-01,102.132782,45.216793,34.154457,56.347713
2008-05-02,102.415062,45.341309,34.481659,55.637177
2008-05-05,101.922905,45.418373,34.456322,55.637177
2008-05-06,102.805824,45.756313,34.841145,55.236298
2008-05-07,100.974854,44.955952,33.804203,55.473137
2008-05-08,100.714294,45.347237,34.152142,55.971188
2008-05-09,100.526123,44.985592,33.873329,56.177708
2008-05-12,101.655151,45.436161,34.308846,56.092628
2008-05-13,101.669624,45.282013,34.472454,55.479282
2008-05-14,101.879509,45.282013,34.555405,55.503498
2008-05-15,103.153297,46.052731,35.29047,56.007633
2008-05-16,103.247322,46.550728,35.739822,55.776806
2008-05-19,103.52961,46.361008,35.746735,55.849735
2008-05-20,102.690048,45.934155,35.126877,56.141258
2008-05-21,100.95314,45.412445,34.769703,56.153378
2008-05-22,100.967567,45.94009,34.871101,55.491394
2008-05-23,99.614243,45.418373,34.262764,55.734306
2008-05-27,100.352425,45.329453,34.207455,55.357758
2008-05-28,100.81562,45.323521,34.668324,54.865841
2008-05-29,101.32222,45.222725,34.744362,54.471069
2008-05-30,101.575546,45.477654,34.864182,54.829414
2008-06-02,100.526123,45.003372,34.449406,55.040936
2008-06-03,99.939911,44.908531,33.827251,55.437084
2008-06-04,99.889252,44.647671,33.532299,54.943359
2008-06-05,101.886749,45.388741,34.599194,54.614193
2008-06-06,98.637177,44.084457,33.34565,55.321281
2008-06-09,98.875999,44.025177,33.260387,55.321281
2008-06-10,98.383873,43.278194,32.493057,54.961655
2008-06-11,96.936424,42.726826,32.006832,54.833675
2008-06-12,97.305511,42.578606,32.193485,54.285049
2008-06-13,98.535873,42.969906,32.541451,54.169315
2008-06-16,98.59375,43.189259,32.652054,54.181454
2008-06-17,98.116112,43.319679,32.790321,54.291206
2008-06-18,97.160767,42.963966,32.63131,54.748325
2008-06-19,97.283844,42.88097,32.682011,54.425293
2008-06-20,95.704735,41.944267,31.61511,54.742237
2008-06-23,95.610191,41.938335,31.707281,54.858055
2008-06-24,95.421059,41.748631,31.566713,55.223797
2008-06-25,95.872025,42.194431,32.198814,55.248104
2008-06-26,93.26812,41.125225,31.094042,55.619976
2008-06-27,92.758965,41.233955,31.394707,56.27216
2008-06-30,93.086258,41.481621,31.632442,56.284348
2008-07-01,93.377213,41.034611,31.068413,56.150974
2008-07-02,91.777061,40.382206,30.182735,56.444599
2008-07-03,91.871582,40.641968,30.096508,56.322292
2008-07-07,90.933319,40.291603,29.989292,56.579208
2008-07-08,92.548019,40.503025,30.357542,56.946255
2008-07-09,90.766037,39.977486,29.744572,57.19706
2008-07-10,91.136978,40.321808,30.282967,57.190929
2008-07-11,90.075027,39.687534,30.080179,56.377346
2008-07-14,89.260391,39.602962,30.042891,56.872799
2008-07-15,88.00209,38.968685,29.541798,56.854485
2008-07-16,90.162323,39.687534,30.39484,55.826763
2008-07-17,91.064194,40.291603,30.537004,55.539303
2008-07-18,91.631577,40.55135,30.273638,55.331276
2008-07-21,91.682472,40.786934,30.648886,55.545395
2008-07-22,92.722557,40.925877,30.667536,55.270126
2008-07-23,93.224449,41.076897,30.711817,55.159973
2008-07-24,91.289719,40.327847,29.576752,55.698326
2008-07-25,91.267883,40.412411,29.779531,55.141609
2008-07-28,89.929581,39.735855,29.276098,55.698326
2008-07-29,91.849762,40.12849,30.898273,55.47197
2008-07-30,93.48632,40.503025,30.576624,55.52702
2008-07-31,92.249825,40.104347,29.891405,56.077587
2008-08-01,91.762497,39.50631,29.688616,56.201553
2008-08-04,90.911499,39.131794,28.779652,56.072639
2008-08-05,93.362663,40.122459,29.150246,55.655174
2008-08-06,93.777267,40.134548,29.730572,55.428013
2008-08-07,92.380737,39.331127,28.709738,56.330551
2008-08-08,94.097282,39.494225,28.779652,56.484028
2008-08-11,95.07193,39.457977,28.478979,55.943737
2008-08-12,94.082764,39.174068,28.241257,56.465637
2008-08-13,93.515419,38.557911,28.234259,56.269176
2008-08-14,94.220932,38.406895,28.604845,56.631329
2008-08-15,94.679153,38.153191,28.157356,57.12254
2008-08-18,93.384476,37.959877,27.681879,57.349686
2008-08-19,92.36618,37.531002,27.451145,57.128696
2008-08-20,92.795311,37.754498,28.150352,57.288288
2008-08-21,92.955345,37.905514,28.1084,57.183975
2008-08-22,94.300949,38.080704,28.087427,57.147057
2008-08-25,92.388,37.48267,27.50708,57.718079
2008-08-26,92.65712,37.669937,27.556019,57.767181
2008-08-27,93.559074,38.02634,28.143373,57.865459
2008-08-28,94.693726,38.515636,28.339146,57.871536
2008-08-29,93.675407,38.40086,28.003523,57.61372
2008-09-02,93.093529,37.808865,27.15748,58.149776
2008-09-03,93.013527,37.65181,26.709976,58.396271
2008-09-04,90.213272,36.038937,25.479364,58.864578
2008-09-05,90.49691,35.906052,25.842943,58.833771
2008-09-08,92.36618,36.709465,26.164589,59.080193
2008-09-09,89.624077,35.519432,24.696238,59.665611
2008-09-10,89.98774,35.863762,25.094791,59.295864
2008-09-11,91.289719,35.785229,24.724209,59.265114
2008-09-12,91.711578,36.48595,25.549284,58.501011
2008-09-15,87.347473,34.933491,23.542538,60.398907
2008-09-16,88.809448,34.673733,23.745308,60.386574
2008-09-17,84.816299,33.350822,22.060202,60.688511
2008-09-18,87.332932,34.867031,23.920116,59.801205
2008-09-19,90.801262,37.337696,26.898769,57.903343
2008-09-22,88.745567,36.063099,25.143736,57.897202
2008-09-23,86.726494,35.555679,24.360613,57.675358
2008-09-24,87.004456,35.658371,24.640308,57.927944
2008-09-25,88.365173,36.479912,25.905884,57.810841
2008-09-26,88.409042,36.093304,25.024874,58.229881
2008-09-29,81.481194,32.064144,22.102154,59.924404
2008-09-30,84.853691,34.009247,23.892139,58.464058
2008-10-01,84.904877,33.755547,24.17882,59.199574
2008-10-02,81.825012,32.281616,22.060202,59.675449
2008-10-03,80.720398,32.154762,21.479856,60.200829
2008-10-06,76.609001,30.336494,19.864672,61.294865
2008-10-07,73.177971,28.916925,18.319412,61.109447
2008-10-08,71.334419,28.270571,18.319412,60.231747
2008-10-09,66.352501,26.579163,16.969925,59.724903
2008-10-10,64.743065,25.588484,17.165705,59.30463
2008-10-13,74.143623,29.653889,21.07431,58.544384
2008-10-14,73.04631,29.043787,20.025494,58.167374
2008-10-15,65.855057,25.944901,16.788136,58.723682
2008-10-16,68.598404,27.473188,17.613201,58.420795
2008-10-17,68.188713,26.887249,17.060831,58.01902
2008-10-20,72.285469,28.602812,18.256483,58.482609
2008-10-21,70.127342,26.989937,16.802116,58.791645
2008-10-22,66.308617,25.020664,15.033102,59.984524
2008-10-23,67.076782,25.570372,15.452629,60.429478
2008-10-24,63.674995,23.915215,13.858421,59.786758
2008-10-27,61.414478,22.658741,13.49483,59.830032
2008-10-28,68.591087,25.781796,16.319653,58.958496
2008-10-29,68.093636,25.842199,15.802238,58.661835
2008-10-30,70.449249,26.748306,17.934847,58.130291
2008-10-31,70.836975,26.9235,17.781015,57.37627
2008-11-03,71.041809,27.032227,17.620195,57.531364
2008-11-04,73.45594,28.886724,19.228382,58.611115
2008-11-05,70.368774,27.316145,16.781143,59.306133
2008-11-06,66.469551,25.552244,15.935087,58.877949
2008-11-07,68.664261,26.995975,17.228636,58.493248
2008-11-10,67.764427,26.591244,17.389454,58.778667
2008-11-11,65.672173,25.715353,16.305674,58.952427
2008-11-12,62.782497,24.332024,15.09603,59.330963
2008-11-13,66.696342,26.403996,17.186682,57.909912
2008-11-14,63.367752,24.887768,15.536536,59.057938
2008-11-17,62.526443,24.434717,15.277824,59.318562
2008-11-18,63.704258,24.477001,15.05408,60.081848
2008-11-19,59.622166,22.839968,13.75354,61.620811
2008-11-20,55.196228,21.583488,12.767647,64.804253
2008-11-21,58.173668,23.11784,14.606584,63.867149
2008-11-24,62.204567,24.501167,15.494587,62.868149
2008-11-25,62.665462,24.948175,15.200913,64.717339
2008-11-26,65.086891,25.220007,16.361605,64.804253
2008-11-28,65.906265,25.207928,16.046965,65.604736
2008-12-01,60.068428,23.148035,14.501701,68.117111
2008-12-02,62.380146,24.404512,15.417669,68.378609
2008-12-03,63.879833,24.730709,15.543526,68.571655
2008-12-04,62.402069,23.969584,14.87928,69.922752
2008-12-05,64.326088,24.271616,15.760287,68.789566
2008-12-08,66.57196,25.425406,16.767157,68.640144
2008-12-09,65.474655,25.189802,16.536411,69.997459
2008-12-10,65.920876,25.854294,17.522303,69.829376
2008-12-11,64.333427,25.739513,17.074806,69.966354
2008-12-12,65.10157,25.993214,17.312542,69.966354
2008-12-15,64.194412,26.059671,17.081799,70.763329
2008-12-16,67.215744,27.55777,18.445267,72.51297
2008-12-17,66.564697,27.418833,18.123631,74.480492
2008-12-18,65.321022,26.579163,17.725077,76.043327
2008-12-19,65.040016,26.192568,17.78801,76.124313
2008-12-22,64.206642,26.011345,17.123751,75.538971
2008-12-23,63.5429,25.816196,16.981939,75.43943
2008-12-24,63.911629,26.158779,17.102482,75.277489
2008-12-26,64.280396,26.281134,17.045761,75.526573
2008-12-29,64.096031,26.287249,17.017403,75.435982
2008-12-30,65.615273,27.076418,17.471186,76.154449
2008-12-31,66.551895,27.443468,17.705179,74.561333
2009-01-02,68.557915,27.798288,18.548964,72.687195
2009-01-05,68.476761,27.351706,18.790039,70.813019
2009-01-06,68.934052,27.64535,19.215477,70.1008
2009-01-07,66.869026,27.168177,18.109346,70.375702
2009-01-08,67.141922,27.571936,18.031349,70.319466
2009-01-09,65.703796,26.617596,17.641367,70.425667
2009-01-12,64.125504,25.975256,16.896858,71.15657
2009-01-13,64.243523,25.49807,16.946486,71.231575
2009-01-14,62.222778,24.451971,16.123981,72.406036
2009-01-15,62.2449,24.672205,16.308336,72.524734
2009-01-16,62.731655,24.819027,16.485601,71.406456
2009-01-20,59.420284,23.002106,15.258929,71.393974
2009-01-21,61.986797,24.127741,16.088528,69.138725
2009-01-22,61.028046,23.564924,15.556734,67.808098
2009-01-23,61.29356,23.399744,15.755267,67.277046
2009-01-26,61.713909,23.858566,15.939628,66.689735
2009-01-27,62.340786,24.323503,16.223248,68.257812
2009-01-28,64.450035,25.039261,17.045761,66.552353
2009-01-29,62.355537,23.901386,16.180708,65.021751
2009-01-30,61.087051,23.675041,16.060167,64.815598
2009-02-02,60.902653,23.442564,15.89708,66.021484
2009-02-03,61.758141,24.115503,16.372152,64.449142
2009-02-04,61.455807,23.993153,16.492691,64.223549
2009-02-05,62.3703,24.335741,16.840126,64.279984
2009-02-06,64.147652,24.898558,17.68391,64.079491
2009-02-09,64.236122,24.892427,17.591732,64.286263
2009-02-10,61.29356,23.656687,16.528143,65.683266
2009-02-11,61.654915,23.913626,17.024487,66.535225
2009-02-12,61.699154,23.840214,16.918127,65.908791
2009-02-13,61.035408,23.583273,17.003216,64.154678
2009-02-17,58.424652,22.32918,15.918358,66.153046
2009-02-18,58.284542,22.310812,15.804907,65.589294
2009-02-19,57.657642,22.28023,15.656005,64.474197
2009-02-20,57.09716,21.955999,15.258929,65.100632
2009-02-23,55.054306,21.117891,14.88313,65.702042
2009-02-24,57.141396,21.998821,15.698549,65.63311
2009-02-25,56.691528,21.393183,15.429105,64.87513
2009-02-26,55.769676,21.215773,15.294384,64.192253
2009-02-27,54.523262,21.215773,15.053302,63.822685
2009-03-02,52.067421,19.998365,14.138619,64.879242
2009-03-03,51.676556,19.918848,14.337151,64.445839
2009-03-04,52.900799,20.805889,15.344015,64.150604
2009-03-05,50.739937,19.967783,14.712957,65.934639
2009-03-06,50.828407,19.93108,14.961127,65.494896
2009-03-09,50.231045,19.392731,14.67041,65.11171
2009-03-10,53.225288,20.695776,15.861629,63.861614
2009-03-11,53.571907,20.812012,15.861629,64.552666
2009-03-12,55.681122,21.283058,16.471416,64.86042
2009-03-13,56.116287,21.423767,16.563599,64.533829
2009-03-16,55.946663,21.656239,16.577778,63.516102
2009-03-17,57.657642,22.225172,16.939396,63.170616
2009-03-18,58.948315,22.861399,17.293926,65.564003
2009-03-19,58.218159,22.849163,17.180473,65.645622
2009-03-20,56.978481,22.53105,16.946486,65.281303
2009-03-23,61.071182,24.152212,18.51351,64.715958
2009-03-24,59.86787,23.393629,17.939167,65.331589
2009-03-25,60.499218,23.754566,18.208616,64.452126
2009-03-26,61.732273,24.072674,18.704947,65.199677
2009-03-27,60.618073,23.301868,18.15189,65.683388
2009-03-30,58.523464,22.414816,17.215931,65.934639
2009-03-31,59.06567,22.995983,17.591732,66.405739
2009-04-01,60.209538,23.595509,18.173155,67.011841
2009-04-02,61.969902,24.659969,19.158751,66.192848
2009-04-03,62.58643,24.800678,19.39274,64.838318
2009-04-06,62.09621,24.286795,19.151659,64.561104
2009-04-07,60.647785,23.779037,18.712048,64.724937
2009-04-08,61.30143,24.017622,18.988577,65.298233
2009-04-09,63.737728,24.659969,19.818176,64.479218
2009-04-13,63.752583,24.904673,19.938709,65.071472
2009-04-14,62.653278,24.666088,19.61964,65.411636
2009-04-15,63.321758,24.99032,19.903261,65.298233
2009-04-16,64.250282,25.149376,20.073437,64.78167
2009-04-17,64.681076,25.063728,19.93162,64.069786
2009-04-20,61.969902,24.035978,18.960217,65.03997
2009-04-21,63.18066,24.586557,19.364374,64.397392
2009-04-22,62.794418,24.390795,19.201292,64.00676
2009-04-23,63.410915,25.002548,19.499098,64.000473
2009-04-24,64.369072,25.387957,19.867807,63.357906
2009-04-27,63.760033,25.088196,19.201292,63.628807
2009-04-28,63.559483,24.849613,19.137476,62.589272
2009-04-29,64.911331,25.485842,20.144339,62.034908
2009-04-30,64.933617,25.644894,20.328699,61.789215
2009-05-01,65.282715,25.944662,20.626495,61.363976
2009-05-04,67.503616,27.021357,22.051708,61.566147
2009-05-05,67.273384,26.752182,21.853168,61.490387
2009-05-06,68.439522,27.400646,22.228968,61.344975
2009-05-07,67.488762,26.941832,21.675905,59.847347
2009-05-08,69.063477,28.110283,22.399147,59.992714
2009-05-11,67.771027,27.394527,21.874447,60.845798
2009-05-12,67.570488,27.688179,22.030437,61.067001
2009-05-13,65.869514,26.746059,21.222107,61.730465
2009-05-14,66.434013,27.009119,21.527004,61.970539
2009-05-15,65.8918,26.764412,21.328465,61.95163
2009-05-18,67.763588,27.786049,22.512596,60.991096
2009-05-19,67.681885,28.036875,22.767857,60.668861
2009-05-20,67.228783,28.220411,22.838758,61.307072
2009-05-21,66.263184,28.006289,22.413326,59.76527
2009-05-22,66.12204,28.165344,22.512596,59.101749
2009-05-26,67.81559,28.728151,22.782038,58.210762
2009-05-27,66.604843,28.171455,22.519682,57.18074
2009-05-28,67.533356,28.458981,23.214561,58.008568
2009-05-29,68.729195,29.02792,23.569092,59.506168
2009-06-01,70.393028,29.743677,24.561773,57.746929
2009-06-02,70.452431,30.000616,24.207241,58.05756
2009-06-03,69.561111,29.107447,23.349289,58.602791
2009-06-04,70.21476,29.290979,23.781811,57.391933
2009-06-05,70.229637,28.930035,23.831444,56.954472
2009-06-08,69.939926,28.868874,23.462732,56.808701
2009-06-09,70.296448,29.22369,23.505276,56.80233
2009-06-10,70.118195,29.278742,23.803082,55.908485
2009-06-11,70.430168,29.780384,24.313606,56.529716
2009-06-12,70.623283,29.627445,23.923618,57.036915
2009-06-15,69.003998,28.562996,23.065668,57.550434
2009-06-16,68.06813,28.232643,22.718225,58.552032
2009-06-17,68.001297,28.312159,22.462957,58.222431
2009-06-18,68.498947,28.263222,22.399147,57.34119
2009-06-19,68.751434,28.709801,22.512596,58.127308
2009-06-22,66.689758,27.786049,21.69718,58.691525
2009-06-23,66.742065,28.151541,21.837999,59.382545
2009-06-24,67.317223,28.176529,22.316929,58.786629
2009-06-25,68.781303,28.770039,22.981724,59.864338
2009-06-26,68.602058,28.71382,23.103247,59.96579
2009-06-29,69.244415,28.957472,23.274801,60.054558
2009-06-30,68.684174,28.620108,23.038904,59.953117
2009-07-01,68.968048,29.094919,23.460661,59.834179
2009-07-02,67.085693,28.25774,22.817314,59.97411
2009-07-06,67.078224,28.295223,22.767279,59.859619
2009-07-07,65.778458,27.607996,22.231155,60.260292
2009-07-08,65.733673,27.495544,21.973812,61.373257
2009-07-09,65.860603,27.832912,22.366974,60.641853
2009-07-10,65.703766,27.508026,22.102486,61.201576
2009-07-13,67.302277,27.989094,22.259747,60.858089
2009-07-14,67.683243,28.139042,22.50279,59.846859
2009-07-15,69.662727,29.10117,23.710848,58.307774
2009-07-16,69.550682,29.357317,23.753731,58.937405
2009-07-17,70.312607,29.251104,23.996784,58.027935
2009-07-20,71.059563,29.819633,24.85457,58.333225
2009-07-21,71.388237,30.007055,24.783091,59.497128
2009-07-22,71.373306,30.082027,24.725908,58.962906
2009-07-23,72.949425,30.588087,25.426432,57.88166
2009-07-24,73.248184,30.775513,25.304926,58.161522
2009-07-27,73.464828,30.806751,25.526508,57.493687
2009-07-28,73.121223,30.675552,25.412136,58.002537
2009-07-29,72.941956,30.425655,24.840277,58.320499
2009-07-30,73.703835,31.01918,25.45503,59.147316
2009-07-31,73.808449,31.493984,25.576551,60.298412
2009-08-03,75.025986,32.224941,26.534418,59.384628
2009-08-04,75.220215,32.174973,26.291368,58.91238
2009-08-05,75.003593,32.043777,26.069782,58.031803
2009-08-06,74.615181,31.843857,25.855326,58.229664
2009-08-07,75.593697,31.812611,26.112667,57.744625
2009-08-10,75.436836,31.618931,25.819595,58.465729
2009-08-11,74.495644,31.437748,25.333506,59.142174
2009-08-12,75.294922,31.793863,25.562256,58.510391
2009-08-13,75.870079,32.281174,26.005451,59.339935
2009-08-14,75.287437,32.006287,25.533665,59.569721
2009-08-17,73.434937,30.975435,24.532904,60.450321
2009-08-18,74.017601,31.51273,25.069021,60.099346
2009-08-19,74.667465,31.78137,25.133354,60.597092
2009-08-20,75.436836,32.006287,25.569403,61.09481
2009-08-21,76.915863,32.706017,25.955408,59.837715
2009-08-24,76.908379,32.699768,26.069782,60.922554
2009-08-25,77.057793,33.024635,26.012592,61.267155
2009-08-26,77.065201,32.887192,25.933966,61.547863
2009-08-27,77.237053,33.137093,25.883928,61.305412
2009-08-28,77.222084,33.155834,25.74811,61.586212
2009-08-31,76.534897,32.912182,25.240582,61.64365
2009-09-01,74.846733,32.09375,24.761646,61.494465
2009-09-02,74.562866,32.056263,25.026133,62.390709
2009-09-03,75.182877,32.306168,25.526508,62.006569
2009-09-04,76.236076,32.799725,26.019751,60.950336
2009-09-08,76.893448,33.449474,26.555862,60.521408
2009-09-09,77.483528,33.861816,26.698826,60.451004
2009-09-10,78.275345,34.161686,27.049101,61.564846
2009-09-11,78.260399,34.117966,27.063393,61.90419
2009-09-14,78.641335,34.186684,26.963316,61.289619
2009-09-15,78.970016,34.192921,27.284996,60.975933
2009-09-16,80.165184,34.867661,27.97123,61.084747
2009-09-17,80.045654,34.642754,27.82111,61.852909
2009-09-18,80.096695,34.736477,27.899734,61.302319
2009-09-21,79.894028,34.367859,27.656696,61.44326
2009-09-22,80.359383,34.842682,28.078449,61.571251
2009-09-23,79.691406,34.542789,27.656696,61.756927
2009-09-24,78.813293,34.036736,27.113424,61.936157
2009-09-25,78.393013,33.893059,27.227804,62.723564
2009-09-28,79.796455,34.35537,27.57807,63.274113
2009-09-29,79.55632,34.149197,27.642406,63.216595
2009-09-30,79.248596,34.161686,27.813961,63.158916
2009-10-01,77.282188,33.268299,27.056246,64.023918
2009-10-02,76.921913,32.899689,27.063393,63.580791
2009-10-05,78.070236,33.374504,27.692442,63.587212
2009-10-06,79.18856,33.936794,28.149927,62.957863
2009-10-07,79.406235,34.061745,28.121334,63.696407
2009-10-08,80.01416,34.555286,28.464453,63.028522
2009-10-09,80.501999,34.467827,28.485903,61.583633
2009-10-12,80.8172,34.673985,28.721796,61.679985
2009-10-13,80.652077,34.599026,28.771835,62.001072
2009-10-14,82.040588,35.429958,29.701105,61.082802
2009-10-15,82.34082,35.592388,29.536705,60.800251
2009-10-16,81.725334,35.055096,29.129244,61.294689
2009-10-19,82.400818,35.617374,29.686815,61.77631
2009-10-20,81.965523,35.429958,29.293661,62.110275
2009-10-21,81.230026,35.311245,29.136395,61.737789
2009-10-22,82.055565,35.654861,29.379431,61.435963
2009-10-23,81.117401,35.092575,29.136395,60.973591
2009-10-26,80.239288,34.561546,28.771835,60.183765
2009-10-27,79.871544,34.286652,28.271444,61.005711
2009-10-28,78.362961,33.461967,26.977613,61.294689
2009-10-29,80.044174,34.449081,28.171368,60.626858
2009-10-30,77.725014,33.299519,26.856092,61.506588
2009-11-02,78.295403,33.624405,27.256399,61.234768
2009-11-03,78.543106,33.493202,27.299282,60.622765
2009-11-04,78.745705,33.830574,27.80682,60.068653
2009-11-05,80.19429,34.267902,28.378668,60.068653
2009-11-06,80.404419,34.367859,28.342932,60.126686
2009-11-09,82.235703,35.32999,29.386585,60.197495
2009-11-10,82.250725,35.142559,29.250765,60.087994
2009-11-11,82.671005,35.248768,29.500952,60.339256
2009-11-12,81.830414,34.736477,28.843304,60.229752
2009-11-13,82.273224,35.223782,29.336548,60.506729
2009-11-16,83.466576,35.786064,30.072824,61.215424
2009-11-17,83.564148,35.548653,29.965599,61.54393
2009-11-18,83.511612,35.436207,29.729696,61.183228
2009-11-19,82.423332,34.767712,29.179285,61.29274
2009-11-20,82.130623,34.574032,29.057768,61.279819
2009-11-23,83.173889,35.192551,29.665363,61.202496
2009-11-24,83.301453,35.048851,29.500952,61.589058
2009-11-25,83.594177,35.517418,29.84407,61.872543
2009-11-27,82.235703,34.492817,28.686058,62.104511
2009-11-30,82.513412,34.605282,28.964832,62.252651
2009-12-01,83.534149,35.554901,29.794033,61.559196
2009-12-02,83.496605,35.611126,29.915558,61.610882
2009-12-03,82.843636,35.529922,29.636782,60.97105
2009-12-04,83.31649,35.404957,29.908417,60.324757
2009-12-07,83.188873,35.211277,29.65107,60.402317
2009-12-08,82.265732,34.599026,29.100655,60.492817
2009-12-09,82.573418,34.555286,29.279362,60.214848
2009-12-10,83.038788,34.661503,29.450928,59.523388
2009-12-11,83.391556,34.64901,29.558144,59.516895
2009-12-14,83.961952,34.986378,29.758301,59.58799
2009-12-15,83.57164,34.599026,29.450928,59.323017
2009-12-16,83.699257,35.005108,29.622477,59.251953
2009-12-17,82.693542,34.180435,28.771835,60.22781
2009-12-18,83.161369,34.261662,28.850456,59.969318
2009-12-21,84.006485,34.361614,28.814726,58.902893
2009-12-22,84.308311,34.579746,29.105127,58.573315
2009-12-23,84.474327,34.894974,29.39337,58.586269
2009-12-24,84.87426,35.033672,29.688818,57.978741
2009-12-28,85.055344,35.184978,29.789694,57.817188
2009-12-29,84.934601,35.241722,29.68302,58.198586
2009-12-30,84.904427,35.096718,29.812765,58.581181
2009-12-31,84.089508,34.850834,29.913687,58.30233
2010-01-04,85.515633,35.764984,30.785856,58.250408
2010-01-05,85.741989,35.796505,31.00931,58.626587
2010-01-06,85.802383,35.947792,31.074188,57.841793
2010-01-07,86.164581,35.80912,30.89398,57.939072
2010-01-08,86.451309,36.092812,31.139057,57.913113
2010-01-11,86.57206,36.389126,31.074188,57.595337
2010-01-12,85.764648,35.960426,30.576826,58.581181
2010-01-13,86.489029,36.263031,30.670528,57.900196
2010-01-14,86.722961,36.540421,30.591232,58.710907
2010-01-15,85.749557,35.966728,30.238041,59.074131
2010-01-19,86.821068,36.319771,30.850725,58.905499
2010-01-20,85.938202,35.393024,30.108288,59.502197
2010-01-21,84.285667,34.63649,29.200071,59.774593
2010-01-22,82.406799,33.961918,28.55134,59.670849
2010-01-25,82.829353,34.378002,28.760382,59.398396
2010-01-26,82.482254,34.182575,28.162094,59.417862
2010-01-27,82.874641,34.144749,28.090021,59.385464
2010-01-28,81.923882,33.571037,27.895401,59.353024
2010-01-29,81.03347,33.085609,27.592659,59.871902
2010-02-01,82.293625,33.690826,28.3351,59.328392
2010-02-02,83.289627,34.251923,28.565758,59.497639
2010-02-03,82.874641,33.89257,28.399975,58.807678
2010-02-04,80.316658,32.511898,27.116926,59.738457
2010-02-05,80.482643,32.455166,26.814188,59.868626
2010-02-08,79.901604,31.812105,26.547491,59.946732
2010-02-09,80.905182,32.814507,27.412455,59.347931
2010-02-10,80.746727,32.606464,27.340387,58.781689
2010-02-11,81.591873,32.909084,28.061186,58.462708
2010-02-12,81.523964,32.625385,27.707996,58.703568
2010-02-16,82.806709,33.350384,28.4216,58.814175
2010-02-17,83.199135,33.394531,28.522505,58.143803
2010-02-18,83.689568,33.583649,28.630636,57.90947
2010-02-19,83.863113,33.375595,28.385553,58.221897
2010-02-22,83.878258,33.438652,28.4216,57.981106
2010-02-23,82.859528,32.965824,27.765659,58.885822
2010-02-24,83.621666,33.173866,28.03236,59.029003
2010-02-25,83.508469,32.972126,27.801699,59.360947
2010-02-26,83.561287,33.173866,28.082811,59.666862
2010-03-01,84.429054,33.43235,28.558548,59.640755
2010-03-02,84.662971,33.684521,28.882915,59.562405
2010-03-03,84.738396,34.088017,28.918955,59.412193
2010-03-04,84.994987,33.999748,28.767586,59.725632
2010-03-05,86.209862,34.661701,29.517221,58.942089
2010-03-08,86.22493,34.661701,29.538849,58.635185
2010-03-09,86.36834,34.579746,29.704638,58.648277
2010-03-10,86.75309,34.724747,29.913687,58.498074
2010-03-11,87.115318,34.857147,29.920889,58.713558
2010-03-12,87.122894,35.090412,29.819967,59.079185
2010-03-15,87.1455,34.844536,29.603725,59.000866
2010-03-16,87.839699,35.285843,29.985756,59.470993
2010-03-17,88.360367,35.474976,30.310118,59.725632
2010-03-18,88.315102,35.266926,30.079464,59.529789
2010-03-19,87.86805,34.907581,29.690239,59.588509
2010-03-22,88.337807,35.00845,29.798349,59.653805
2010-03-23,88.959114,35.254322,30.007381,59.373039
2010-03-24,88.527245,34.674309,29.560474,58.289104
2010-03-25,88.383286,34.655403,29.481195,57.916973
2010-03-26,88.330231,34.995846,29.625357,58.080154
2010-03-29,88.890945,35.29216,30.158758,57.858204
2010-03-30,88.951515,35.29216,30.27408,58.041035
2010-03-31,88.64846,35.29216,30.360571,58.439331
2010-04-01,89.254631,35.91629,31.153473,58.296417
2010-04-05,89.981995,35.954117,31.434578,57.326462
2010-04-06,90.19413,35.853249,31.528284,57.418217
2010-04-07,89.67894,35.60107,31.254377,58.152222
2010-04-08,89.989563,35.563248,31.362505,58.178452
2010-04-09,90.580551,36.02977,31.557129,58.316116
2010-04-12,90.724525,36.143246,31.30484,58.62413
